epsilon_in(e),epsilon_out(E),nanoparticle_charge(V),counterion_valency(v),total_gridpoints(g),cpmd_fake_mass(M),fake_temperature(k),R,R_v,FD,Good(1)/Bad(0),Time
160,150,-100,1,1692,100,0.0025,0.0122094,0.27603,-0.639566,0,328m55.843s
2,78.5,-100,1,132,6,0.1,0.0476723,0.293796,-0.639643,0,14m56.456s
2,78.5,-20,1,132,3,0.0025,0.00244603,0.108562,-0.639768,1,9m45.344s
160,78.5,-100,1,752,30,0.015,0.113895,0.500842,-0.639904,0,75m14.328s
2,78.5,-100,1,132,3,0.1,0.0600852,0.25475,-0.640247,0,14m53.744s
2,150,-20,3,132,18,0.001,0.00228628,0.137436,-0.641093,1,12m51.810s
2,30,-20,3,132,3,0.015,0.0036905,0.0396018,-0.641694,1,39m23.445s
2,78.5,-20,1,132,18,0.0025,0.000590375,0.069998,-0.642264,1,10m14.007s
160,30,-20,1,132,100,0.015,0.0147367,0.5676,-0.643183,0,10m3.685s
2,30,-100,1,752,1,0.05,0.276808,1.37637,-0.643725,0,74m55.545s
2,30,-60,3,752,50,0.025,0.144569,1.76271,-0.643936,0,57m4.923s
2,30,-20,3,1692,30,0.001,0.0220772,0.237691,-0.644451,0,287m20.792s
160,30,-20,1,132,36,0.015,0.0070137,0.184917,-0.644641,0,10m2.175s
2,78.5,-60,3,132,18,0.05,0.0269024,0.262445,-0.645147,0,12m58.855s
2,78.5,-20,1,132,50,0.0025,0.000397858,0.0352231,-0.645405,1,10m11.679s
160,78.5,-20,1,132,36,0.0025,0.00169302,0.0842876,-0.645698,1,10m29.524s
2,78.5,-20,1,132,30,0.0025,0.00055519,0.02631,-0.645699,1,10m12.889s
2,78.5,-100,3,752,100,0.025,0.100318,1.43132,-0.646282,0,58m43.758s
2,78.5,-60,1,1692,100,0.0025,0.00489254,0.111484,-0.647718,1,283m34.400s
160,30,-20,2,752,100,0.005,0.15279,1.72045,-0.647729,0,53m22.666s
2,150,-60,2,752,36,0.0025,0.0230437,0.459026,-0.648973,0,57m36.344s
160,150,-100,1,132,6,0.005,0.172865,9.14026,-0.649459,0,41m40.739s
2,30,-60,1,132,1,0.1,0.0542247,0.249521,-0.649509,0,14m6.845s
2,30,-20,2,1692,50,0.001,0.00249333,0.110367,-0.650218,1,288m44.108s
160,78.5,-100,3,752,100,0.025,0.0405587,0.223269,-0.651674,0,57m54.802s
160,78.5,-60,2,752,36,0.005,0.0698822,0.735814,-0.652224,0,57m50.514s
160,78.5,-60,2,132,50,0.05,0.0103783,0.107698,-0.652307,1,10m34.536s
2,78.5,-60,2,132,6,0.05,0.0614156,0.234745,-0.654902,0,13m2.792s
2,30,-60,3,752,36,0.025,0.148749,1.47372,-0.655819,0,57m13.601s
2,78.5,-20,3,132,100,0.005,0.000968823,0.0277649,-0.657332,1,9m58.821s
2,150,-60,3,132,30,0.025,0.00494946,0.054343,-0.657895,1,9m50.567s
160,150,-60,3,132,100,0.025,0.0266578,0.128256,-0.657928,1,40m9.753s
2,78.5,-20,2,132,1,0.0025,0.00617894,0.368162,-0.659182,0,9m44.259s
2,150,-60,3,132,3,0.015,0.0467188,0.544939,-0.660506,0,9m55.980s
2,30,-20,3,132,6,0.015,0.00651791,0.0584428,-0.661117,1,44m31.213s
2,150,-20,2,132,6,0.001,0.00158727,0.223486,-0.662633,0,9m45.792s
2,30,-20,3,132,18,0.015,0.00283176,0.0577297,-0.662648,1,43m21.915s
160,78.5,-60,2,132,18,0.05,0.0172889,0.125804,-0.662691,1,10m42.252s
2,30,-20,2,1692,18,0.001,0.0176569,0.16902,-0.663065,0,286m33.145s
2,30,-20,2,752,100,0.0025,0.002534,0.248264,-0.663127,0,87m22.225s
160,78.5,-60,1,132,6,0.025,0.0202165,0.417435,-0.663735,0,12m45.861s
2,150,-20,1,132,6,0.001,0.00180899,0.420764,-0.665394,0,14m29.948s
2,30,-60,2,752,50,0.025,0.114794,1.72077,-0.665563,0,59m50.726s
160,30,-20,2,1692,50,0.0025,0.0659436,0.78969,-0.666422,0,253m3.457s
160,78.5,-100,2,132,6,0.1,0.147623,0.53521,-0.666841,0,11m37.452s
160,78.5,-60,2,132,100,0.05,0.0247006,0.321642,-0.669323,0,10m53.496s
160,78.5,-60,3,132,6,0.05,0.0672612,0.567935,-0.669394,0,11m16.318s
160,78.5,-20,2,132,50,0.005,0.00196611,0.0572355,-0.670067,1,9m35.086s
2,78.5,-60,2,132,100,0.05,0.033456,0.634638,-0.670569,0,13m17.379s
2,150,-60,3,1692,100,0.001,0.0319961,0.42085,-0.670799,0,257m50.269s
2,150,-60,2,132,3,0.015,0.0436371,0.569172,-0.671778,0,10m24.841s
160,78.5,-60,2,1692,36,0.0025,0.105744,0.516647,-0.672037,0,264m7.859s
160,78.5,-60,1,1692,100,0.0025,0.0211373,0.254231,-0.672164,0,276m51.887s
2,30,-60,3,752,30,0.025,0.113591,1.26551,-0.672396,0,57m19.989s
2,30,-20,3,752,36,0.0025,0.00341185,0.061562,-0.673378,1,83m52.155s
2,30,-100,1,1692,6,0.025,0.165679,1.30945,-0.673935,0,301m57.443s
160,78.5,-20,1,132,30,0.0025,0.00212141,0.0966586,-0.674607,1,10m31.531s
2,30,-60,2,752,30,0.025,0.065697,0.844027,-0.676899,0,59m20.409s
2,30,-20,2,132,30,0.015,0.00333799,0.121971,-0.677827,1,37m52.022s
2,30,-20,3,752,18,0.0025,0.0105212,0.124663,-0.678099,1,81m35.805s
2,78.5,-60,1,132,1,0.025,0.0209324,0.342354,-0.678685,0,12m25.092s
160,30,-20,1,132,30,0.015,0.00825318,0.16954,-0.679143,0,10m9.722s
2,30,-20,3,752,30,0.0025,0.00268074,0.0537309,-0.681155,1,82m17.642s
160,150,-20,1,132,36,0.001,0.00163133,0.189138,-0.681855,0,10m48.813s
2,78.5,-60,1,1692,18,0.0025,0.0211109,0.309641,-0.682453,0,276m18.118s
2,30,-60,2,752,36,0.025,0.0867437,0.991801,-0.682796,0,58m52.712s
160,150,-60,2,132,18,0.015,0.0291466,0.404407,-0.683307,0,41m58.476s
160,78.5,-60,1,1692,50,0.001,0.13742,2.0917,-0.683922,0,276m15.982s
2,78.5,-60,1,1692,36,0.0025,0.0296818,0.327177,-0.684056,0,276m5.618s
2,78.5,-60,2,132,50,0.05,0.0306349,0.446896,-0.684234,0,13m25.143s
2,150,-60,3,132,100,0.025,0.00417018,0.0589412,-0.687868,1,9m59.976s
2,30,-20,2,752,30,0.0025,0.00202704,0.0951582,-0.689233,1,81m50.768s
2,78.5,-100,3,752,50,0.025,0.0449334,0.416343,-0.689608,0,58m9.051s
2,30,-60,3,1692,3,0.005,0.314449,0.663286,-0.690993,0,258m11.817s
2,30,-20,2,752,18,0.0025,0.008124,0.106025,-0.691042,1,84m16.083s
160,78.5,-20,1,132,18,0.0025,0.00212462,0.10864,-0.691967,1,10m33.236s
160,30,-60,1,752,100,0.025,0.0635845,0.762629,-0.692198,0,64m48.331s
2,150,-60,1,752,30,0.0025,0.00466403,0.106416,-0.693415,1,63m22.481s
2,78.5,-60,1,1692,50,0.0025,0.0402693,0.34913,-0.693508,0,275m58.455s
2,78.5,-100,2,752,100,0.025,0.0609204,0.967373,-0.693766,0,67m48.777s
2,150,-60,1,132,36,0.015,0.00138589,0.0520699,-0.693863,1,12m37.861s
160,78.5,-100,1,132,18,0.1,0.0799308,0.340242,-0.694231,0,15m11.946s
160,150,-100,1,132,36,0.05,0.0356385,0.259776,-0.696434,0,42m31.962s
2,30,-20,3,132,1,0.015,0.0233268,0.106163,-0.696927,1,41m8.513s
2,30,-20,2,752,50,0.0025,0.00228295,0.14733,-0.697598,1,84m9.974s
2,30,-60,3,752,18,0.025,0.0916338,0.906841,-0.69798,0,57m46.087s
2,30,-60,2,752,18,0.025,0.0597952,0.814813,-0.698473,0,59m16.944s
160,150,-60,2,132,50,0.015,0.0136151,0.124909,-0.699219,1,40m22.118s
2,150,-60,2,752,50,0.0025,0.0221642,0.317179,-0.699419,0,57m32.473s
2,150,-60,1,132,100,0.015,0.00286039,0.0680125,-0.699826,1,12m30.756s
2,30,-20,2,132,18,0.015,0.00281574,0.105387,-0.700362,1,42m20.624s
2,150,-60,2,1692,30,0.001,0.0423674,0.508114,-0.706414,0,263m14.598s
160,30,-60,2,752,18,0.025,0.167665,0.674184,-0.708454,0,57m58.560s
160,150,-20,2,132,18,0.001,0.00296486,0.405525,-0.708755,0,9m13.856s
160,30,-20,1,132,50,0.015,0.00896645,0.300059,-0.709327,0,9m55.999s
160,150,-20,1,132,18,0.001,0.00198608,0.400316,-0.710391,0,9m47.977s
160,150,-100,2,752,50,0.005,0.182928,1.86988,-0.712038,0,88m1.001s
2,30,-20,3,752,6,0.0025,0.0341632,0.14357,-0.712312,1,81m37.897s
2,30,-20,2,752,36,0.0025,0.00317881,0.156121,-0.714002,0,84m53.041s
2,150,-20,2,132,3,0.001,0.00469827,0.584576,-0.715928,0,10m4.150s
2,30,-20,2,132,3,0.015,0.00341752,0.0382229,-0.716835,1,44m50.355s
2,78.5,-60,2,132,36,0.05,0.0268609,0.390922,-0.717428,0,12m50.859s
2,78.5,-100,3,752,30,0.025,0.064155,0.317137,-0.717864,0,58m4.491s
2,30,-60,3,752,6,0.025,0.0212625,0.190948,-0.718238,0,57m19.699s
2,78.5,-20,1,132,6,0.0025,0.00237801,0.109706,-0.718987,1,9m53.358s
2,30,-60,1,752,100,0.025,0.0575625,1.27804,-0.719882,0,65m57.838s
2,30,-60,2,752,6,0.025,0.0312021,0.223849,-0.721158,0,59m31.443s
2,30,-20,2,132,6,0.015,0.00307307,0.044048,-0.721178,1,45m45.367s
2,150,-60,3,132,50,0.025,0.00625679,0.0569569,-0.721954,1,9m44.934s
160,150,-60,1,132,100,0.015,0.00471195,0.0637976,-0.722231,1,47m43.685s
2,78.5,-100,3,752,36,0.025,0.0275873,0.246145,-0.722299,0,57m41.299s
160,150,-100,2,132,18,0.05,0.0616642,0.34749,-0.724916,0,38m9.591s
2,78.5,-100,2,752,50,0.025,0.0221212,0.311847,-0.725026,0,67m13.041s
160,150,-60,1,132,30,0.015,0.00709641,0.124412,-0.727784,1,42m2.099s
160,150,-60,1,1692,100,0.001,0.00722997,0.171179,-0.728983,0,306m22.472s
2,78.5,-100,1,132,1,0.1,0.100254,0.541492,-0.73089,0,14m53.176s
160,78.5,-60,2,752,18,0.0025,0.249233,4.68803,-0.733688,0,57m45.688s
2,78.5,-60,2,132,18,0.05,0.0290688,0.317537,-0.733706,0,13m22.538s
160,78.5,-20,3,752,50,0.001,0.0073948,0.221851,-0.734289,0,57m53.908s
2,150,-60,1,752,100,0.0025,0.00359203,0.0785041,-0.73638,1,63m27.415s
160,78.5,-60,1,752,36,0.005,0.0366885,0.572222,-0.736404,0,63m42.229s
2,150,-60,2,752,18,0.0025,0.0466604,0.543386,-0.737199,0,57m6.834s
160,150,-100,3,752,50,0.005,0.216444,1.92269,-0.737894,0,93m52.251s
2,78.5,-100,2,752,36,0.025,0.0242267,0.243827,-0.738173,0,67m10.065s
2,78.5,-60,2,132,30,0.05,0.0100874,0.145199,-0.740643,1,13m25.025s
160,30,-20,1,752,100,0.0025,0.0222681,0.316679,-0.740649,0,55m35.543s
160,78.5,-100,2,752,100,0.025,0.0247008,0.236702,-0.7419,0,61m28.990s
160,150,-60,2,752,36,0.0025,0.0335709,0.543644,-0.742204,0,83m30.970s
160,78.5,-100,1,132,30,0.1,0.0478428,0.258518,-0.742518,0,15m54.900s
2,78.5,-100,2,752,30,0.025,0.0237011,0.186886,-0.743664,0,61m30.263s
2,78.5,-60,3,132,6,0.05,0.0576826,0.167273,-0.745272,0,12m29.003s
2,78.5,-100,3,752,18,0.025,0.0235287,0.235785,-0.746231,0,57m47.133s
160,30,-60,1,132,3,0.1,2.24E+09,2.49E+08,-0.746755,0,17m39.009s
160,150,-60,3,132,50,0.025,0.0254268,0.126396,-0.747944,1,40m41.399s
160,30,-100,3,752,100,0.1,16.7481,61.2973,-0.748024,0,57m42.831s
2,78.5,-100,2,752,18,0.025,0.0179655,0.198651,-0.748464,0,61m47.724s
2,150,-60,3,132,36,0.025,0.00319883,0.0671931,-0.751664,1,10m7.817s
2,78.5,-20,3,132,30,0.005,0.00155136,0.0237804,-0.752615,1,9m15.907s
160,30,-100,2,1692,30,0.025,0.758507,1.27052,-0.752785,0,272m46.094s
2,30,-60,1,752,50,0.025,0.0606087,1.35008,-0.75741,0,66m2.536s
2,150,-60,3,1692,36,0.001,0.0848694,1.06078,-0.762006,0,256m48.863s
2,30,-60,3,752,3,0.025,0.323149,0.775021,-0.763622,0,57m1.847s
2,30,-20,3,752,3,0.0025,0.030804,0.184408,-0.764115,0,84m46.249s
160,30,-60,2,1692,50,0.015,0.13621,0.659091,-0.764836,0,270m59.577s
160,30,-60,1,752,50,0.025,0.0623225,0.516813,-0.764978,0,65m0.572s
160,30,-60,1,1692,36,0.025,0.321095,0.725589,-0.766126,0,276m27.343s
160,78.5,-100,3,752,50,0.025,0.0580634,0.2544,-0.767488,0,58m53.398s
2,30,-20,2,752,6,0.0025,0.0263696,0.167619,-0.767524,0,84m59.884s
2,30,-60,1,752,30,0.025,0.0518065,1.05811,-0.767749,0,66m4.147s
2,78.5,-100,1,752,6,0.015,0.227653,1.35493,-0.76928,0,74m56.975s
160,30,-20,1,132,18,0.015,0.0108763,0.139094,-0.770028,1,10m6.189s
160,150,-60,1,132,50,0.015,0.00742547,0.122559,-0.770399,1,44m5.123s
160,150,-60,1,132,36,0.015,0.0139543,0.176343,-0.772963,0,47m34.553s
160,30,-60,2,1692,100,0.015,0.151694,1.36613,-0.773945,0,266m0.602s
2,30,-60,1,752,36,0.025,0.0603135,1.22064,-0.774157,0,66m11.646s
2,150,-60,1,752,36,0.0025,0.0137782,0.433259,-0.774781,0,63m30.923s
2,78.5,-60,1,1692,30,0.0025,0.0298799,0.412965,-0.774878,0,276m28.924s
2,30,-20,2,1692,6,0.001,0.0363433,0.220805,-0.77633,0,288m42.813s
2,78.5,-20,1,132,1,0.0025,0.00279705,0.28516,-0.776487,0,10m5.968s
160,78.5,-100,3,132,6,0.1,30975,39627.2,-0.784104,0,10m35.805s
160,150,-100,1,132,30,0.05,0.0282503,0.178945,-0.785165,0,43m51.481s
2,30,-60,2,752,3,0.025,0.335186,0.891591,-0.78574,0,59m8.390s
2,30,-60,1,752,18,0.025,0.0360856,0.600862,-0.789965,0,66m10.583s
160,78.5,-60,2,132,30,0.05,0.0547528,0.272691,-0.790293,0,10m34.110s
2,30,-100,1,1692,3,0.025,0.345807,0.628485,-0.791239,0,301m31.134s
160,150,-60,3,132,36,0.025,0.0355902,0.174231,-0.793744,0,41m1.054s
160,78.5,-20,3,132,3,0.001,0.0616039,7.98893,-0.794196,0,11m20.968s
160,78.5,-60,3,1692,36,0.005,0.233278,0.546254,-0.794419,0,258m43.529s
2,150,-60,1,1692,100,0.001,0.0231245,0.409226,-0.795728,0,275m18.431s
160,78.5,-100,3,132,3,0.025,4963.64,21772.9,-0.797349,0,10m14.862s
2,30,-20,1,1692,6,0.001,0.0167803,0.182687,-0.797653,0,291m59.884s
2,78.5,-20,3,132,36,0.005,0.00098188,0.0274788,-0.798828,1,9m53.820s
2,78.5,-20,3,132,50,0.005,0.000839494,0.0166917,-0.801744,1,10m16.323s
160,150,-100,1,132,50,0.05,0.0190389,0.153784,-0.802022,0,45m5.166s
2,30,-20,1,1692,100,0.001,0.00159577,0.239919,-0.802128,0,293m5.175s
2,30,-100,3,1692,3,0.025,0.736697,0.640035,-0.805148,0,262m21.401s
2,30,-100,2,1692,3,0.025,0.746125,0.803303,-0.806433,0,270m15.663s
2,150,-60,1,752,50,0.0025,0.0156255,0.325969,-0.808153,0,63m34.798s
160,30,-20,2,752,50,0.005,0.0882505,0.843972,-0.812019,0,53m10.134s
160,78.5,-60,1,752,30,0.005,0.0608796,0.62083,-0.812878,0,63m37.563s
160,78.5,-100,3,132,3,0.015,1227.89,313.49,-0.815415,0,10m33.607s
160,78.5,-100,1,132,6,0.1,0.0739637,0.49337,-0.815582,0,15m51.457s
160,78.5,-60,1,752,18,0.0025,0.143859,3.61922,-0.816854,0,63m32.839s
2,78.5,-20,3,132,6,0.005,0.00992796,0.107505,-0.819161,1,9m27.724s
160,30,-20,3,752,18,0.005,0.133993,1.01047,-0.820298,0,52m6.376s
160,30,-20,3,132,18,0.005,0.9853,16.1008,-0.82041,0,9m2.780s
160,30,-20,3,132,3,0.025,0.110694,0.590042,-0.820965,0,9m14.055s
160,30,-100,3,752,50,0.1,1774.66,3524.96,-0.822271,0,57m46.635s
160,150,-60,1,132,18,0.015,0.0137842,0.360425,-0.823391,0,44m9.294s
160,78.5,-20,1,132,6,0.0025,0.00760591,0.424239,-0.824402,0,10m31.542s
160,30,-20,1,132,6,0.015,0.00824064,0.113614,-0.824565,1,10m1.645s
2,78.5,-100,1,752,100,0.025,0.0321792,0.710119,-0.82551,0,74m42.267s
2,30,-60,1,752,6,0.025,0.026671,0.32801,-0.827528,0,66m0.187s
160,150,-60,1,752,100,0.0025,0.0140289,0.301255,-0.827829,0,98m54.210s
2,78.5,-60,2,132,3,0.05,0.0662193,0.258955,-0.829173,0,12m56.810s
2,78.5,-100,1,752,36,0.025,0.0204363,0.291481,-0.830191,0,74m43.966s
160,30,-100,2,752,100,0.1,16.6045,71.2875,-0.834916,0,64m27.331s
2,150,-60,1,132,6,0.015,0.0156613,0.393302,-0.837705,0,12m33.211s
2,78.5,-20,3,752,36,0.001,0.00876306,0.112125,-0.838559,1,55m0.566s
2,150,-20,2,132,100,0.001,0.000230233,0.171737,-0.840937,0,9m53.155s
2,30,-20,1,1692,50,0.001,0.00109173,0.198207,-0.844495,0,290m36.952s
160,78.5,-20,3,132,6,0.005,0.0220125,0.637081,-0.845429,0,11m48.752s
160,150,-60,3,132,30,0.025,0.018192,0.122179,-0.845826,1,39m46.513s
2,30,-20,1,1692,36,0.001,0.000846576,0.136636,-0.846086,1,291m32.945s
2,150,-60,3,1692,50,0.001,0.124244,1.4247,-0.846428,0,256m53.184s
2,30,-20,1,1692,30,0.001,0.000703653,0.12681,-0.84825,1,294m22.497s
160,30,-100,3,752,36,0.1,1.91E+07,5.54E+07,-0.85099,0,58m4.631s
2,78.5,-20,3,132,3,0.005,0.0088064,0.108332,-0.852507,1,9m32.124s
2,78.5,-100,1,752,50,0.025,0.0165741,0.333572,-0.85258,0,74m39.745s
160,150,-20,3,132,100,0.0025,0.00238836,0.0580963,-0.853901,1,10m43.894s
2,78.5,-60,3,752,6,0.005,0.295954,1.40724,-0.854569,0,56m38.103s
160,30,-60,1,752,36,0.025,0.0880966,0.386811,-0.855054,0,64m30.928s
160,150,-60,3,132,18,0.025,0.0382235,0.37679,-0.855934,0,39m38.320s
2,150,-60,2,132,36,0.025,0.00253132,0.0434184,-0.856499,1,10m52.417s
160,30,-100,3,752,30,0.1,886.893,2450.82,-0.857952,0,59m51.490s
2,150,-60,3,132,18,0.025,0.019721,0.143986,-0.865575,1,9m49.939s
160,150,-100,1,752,50,0.005,0.133537,1.89577,-0.866564,0,109m26.513s
2,78.5,-100,1,752,30,0.025,0.0316658,0.276692,-0.868194,0,75m8.583s
160,30,-100,1,132,3,0.1,44553.6,43716.9,-0.869608,0,15m2.130s
160,78.5,-100,3,1692,50,0.005,0.980254,2.20897,-0.869677,0,263m18.318s
160,150,-100,1,132,100,0.05,0.0408661,0.333046,-0.871313,0,49m55.342s
2,30,-20,1,1692,18,0.001,0.00118682,0.153429,-0.87145,0,293m42.411s
160,30,-100,3,1692,50,0.05,12.7967,45.6319,-0.871717,0,261m56.795s
160,78.5,-60,1,1692,36,0.0025,0.0712157,0.524247,-0.872594,0,276m11.178s
2,30,-20,1,132,100,0.015,0.00273373,0.115775,-0.873698,1,45m11.073s
2,150,-60,1,132,50,0.015,0.00349165,0.054343,-0.874664,1,13m8.261s
2,150,-60,2,132,30,0.025,0.00985946,0.103546,-0.875658,1,10m34.169s
2,150,-20,1,132,3,0.001,0.00325494,0.561355,-0.877048,0,16m11.114s
2,150,-60,2,132,100,0.025,0.00516001,0.0735243,-0.879386,1,10m12.059s
2,150,-60,1,132,30,0.015,0.00243699,0.0430003,-0.880586,1,12m27.296s
2,78.5,-100,2,752,6,0.015,0.449577,1.41203,-0.883408,0,61m33.337s
2,78.5,-60,2,752,6,0.005,0.258634,1.43295,-0.884375,0,62m47.701s
2,30,-20,1,132,50,0.015,0.00197023,0.0819219,-0.885176,1,45m19.466s
2,30,-100,3,752,100,0.1,15.2279,52.393,-0.886502,0,58m18.821s
2,78.5,-100,1,752,18,0.025,0.0218283,0.373208,-0.887288,0,75m0.907s
160,78.5,-100,1,752,36,0.025,0.0915167,0.512551,-0.888753,0,74m35.810s
2,30,-20,2,752,3,0.0025,0.0183313,0.166837,-0.89185,0,84m52.345s
160,78.5,-20,2,132,18,0.005,0.00389439,0.103443,-0.892404,1,9m37.254s
160,30,-60,3,752,100,0.05,684.091,4183.38,-0.893789,0,58m32.030s
2,78.5,-20,2,132,50,0.005,0.000777731,0.0205788,-0.895364,1,9m25.274s
160,78.5,-60,3,132,3,0.015,0.394121,6.6655,-0.895366,0,10m3.890s
2,150,-60,1,1692,30,0.001,0.0242892,0.529408,-0.896438,0,275m38.499s
160,30,-20,1,752,30,0.0025,0.0143077,0.202963,-0.8965,0,55m37.786s
160,78.5,-100,1,752,100,0.025,0.013211,0.183134,-0.89957,0,74m53.426s
2,78.5,-20,2,132,18,0.005,0.000927922,0.0194964,-0.900973,1,9m26.624s
160,150,-100,2,1692,100,0.005,0.0463004,0.496013,-0.901205,0,303m11.374s
2,78.5,-60,1,132,100,0.05,0.0140872,0.328057,-0.901772,0,12m29.345s
160,30,-20,2,1692,100,0.0025,0.105849,1.28831,-0.902618,0,252m47.909s
160,78.5,-20,2,132,30,0.005,0.00440252,0.0955155,-0.90438,1,9m6.935s
2,30,-20,3,752,1,0.0025,0.0568054,0.582538,-0.906521,0,79m29.706s
2,150,-60,2,132,50,0.025,0.00785077,0.0873924,-0.909467,1,10m15.501s
160,78.5,-60,1,132,50,0.05,0.00929056,0.098663,-0.912632,1,12m40.907s
160,78.5,-60,1,132,100,0.05,0.00697333,0.0950129,-0.913768,1,12m14.757s
2,150,-60,3,752,30,0.005,0.0144095,0.151249,-0.914741,0,55m34.591s
160,150,-60,3,752,50,0.0025,0.153658,1.62308,-0.915799,0,87m27.497s
160,30,-20,3,1692,50,0.005,0.106611,0.626549,-0.915816,0,250m52.671s
2,30,-20,1,132,18,0.015,0.000541408,0.0230284,-0.916514,1,44m31.847s
160,78.5,-100,2,132,3,0.05,0.404789,3.35033,-0.918334,0,11m22.961s
2,78.5,-60,1,132,50,0.05,0.00786741,0.180423,-0.918729,0,13m7.592s
2,78.5,-100,3,752,6,0.015,0.625707,1.45608,-0.919059,0,57m48.328s
160,30,-20,2,752,30,0.005,0.0748024,0.522727,-0.920054,0,53m21.551s
2,30,-20,1,752,50,0.0025,0.000786282,0.0893033,-0.92349,1,97m22.691s
2,78.5,-60,3,132,1,0.05,0.0745292,0.36022,-0.924151,0,12m17.696s
160,30,-60,1,752,30,0.025,0.104036,0.409172,-0.924454,0,64m29.235s
160,78.5,-100,2,752,50,0.025,0.101786,0.415189,-0.924467,0,60m57.417s
2,30,-60,3,1692,36,0.015,0.0965746,1.13688,-0.924928,0,258m43.039s
2,30,-20,3,1692,3,0.001,0.11856,0.656141,-0.925482,0,287m7.775s
2,150,-60,3,752,100,0.005,0.0127989,0.157581,-0.928496,0,55m48.908s
2,30,-60,3,1692,30,0.015,0.109101,1.24665,-0.928959,0,258m40.561s
2,30,-60,1,752,1,0.025,0.133223,0.474786,-0.93003,0,65m59.663s
160,30,-60,3,1692,30,0.015,0.663028,1.08891,-0.930204,0,266m28.690s
160,78.5,-20,2,132,3,0.001,0.0278373,5.60415,-0.930529,0,9m27.219s
2,30,-20,1,752,100,0.0025,0.00367379,0.345641,-0.930606,0,94m5.288s
160,30,-20,1,752,50,0.0025,0.0111787,0.191729,-0.931856,0,55m33.633s
2,30,-60,2,1692,100,0.015,0.0919825,1.48606,-0.932696,0,264m9.939s
2,30,-60,3,1692,50,0.015,0.105835,1.47566,-0.932714,0,258m51.713s
160,150,-60,1,752,36,0.0025,0.0255501,0.524775,-0.935263,0,97m27.389s
160,150,-100,2,132,50,0.1,0.110902,0.300328,-0.935966,0,36m7.735s
2,78.5,-60,1,132,18,0.05,0.00505547,0.0817062,-0.936152,1,12m18.359s
2,30,-20,2,132,1,0.015,0.0204136,0.102743,-0.93634,1,45m5.928s
160,30,-100,2,752,50,0.1,10.7639,46.5494,-0.936379,0,63m55.758s
160,150,-100,1,132,18,0.05,0.0231491,0.192729,-0.937618,0,34m58.052s
160,150,-60,2,132,50,0.025,0.0246206,0.136385,-0.942064,1,41m37.540s
2,78.5,-60,2,132,1,0.05,0.0680667,0.385365,-0.942589,0,11m1.382s
160,78.5,-100,2,752,36,0.025,0.21061,0.649074,-0.944235,0,61m11.044s
160,78.5,-60,2,132,6,0.05,0.070734,0.515706,-0.94472,0,10m10.679s
2,30,-20,1,752,30,0.0025,0.00101009,0.0951904,-0.945674,1,91m7.225s
2,30,-60,2,1692,50,0.015,0.109057,1.42719,-0.946289,0,264m2.225s
2,30,-60,2,1692,30,0.015,0.0633678,1.03872,-0.947502,0,263m48.289s
2,78.5,-60,1,132,30,0.05,0.00602763,0.0894602,-0.947755,1,12m49.258s
160,30,-20,2,752,36,0.005,0.050524,0.496151,-0.947794,0,53m11.346s
160,30,-20,2,132,30,0.025,0.0672698,0.5964,-0.94852,0,9m8.829s
2,30,-60,3,1692,18,0.015,0.0919738,0.964199,-0.952732,0,258m15.823s
2,30,-20,1,752,36,0.0025,0.00118335,0.127157,-0.95455,1,93m19.346s
2,78.5,-60,2,1692,100,0.005,0.0236443,0.300136,-0.957545,0,270m44.868s
160,30,-100,2,752,36,0.1,12.4844,39.1074,-0.959144,0,64m15.037s
2,78.5,-60,3,1692,36,0.005,0.109254,0.419712,-0.959746,0,263m35.730s
160,30,-20,3,132,36,0.005,0.340358,6.04917,-0.961277,0,8m57.274s
2,30,-100,3,752,50,0.1,17.2084,61.9015,-0.962786,0,58m18.838s
2,30,-60,2,1692,36,0.015,0.0842719,1.18055,-0.96321,0,263m25.390s
2,30,-100,3,752,30,0.1,12.6942,50.156,-0.963829,0,57m45.796s
2,30,-20,1,132,30,0.015,0.0015256,0.0667795,-0.965912,1,42m6.041s
2,78.5,-100,3,1692,50,0.015,0.0982113,0.676754,-0.966544,0,261m57.777s
2,150,-60,1,132,18,0.015,0.00988188,0.135519,-0.966862,1,12m16.798s
160,30,-100,2,752,30,0.1,11.523,26.1807,-0.966971,0,63m55.065s
160,30,-20,3,1692,30,0.0025,0.199025,1.1658,-0.967212,0,250m45.183s
160,78.5,-100,1,752,50,0.025,0.0472981,0.317253,-0.967572,0,74m52.310s
2,78.5,-100,3,1692,36,0.015,0.219559,0.969789,-0.968322,0,263m7.496s
2,78.5,-20,2,132,3,0.005,0.00581084,0.105082,-0.968691,1,9m26.386s
2,30,-100,3,752,36,0.1,13.3152,53.5678,-0.969789,0,57m52.053s
2,30,-20,1,132,6,0.015,0.00137257,0.0229967,-0.970222,1,43m53.090s
160,78.5,-100,1,752,18,0.015,0.201402,0.976184,-0.970493,0,74m45.030s
160,78.5,-100,1,1692,50,0.005,0.518318,2.0856,-0.971752,0,300m52.905s
2,30,-60,2,1692,18,0.015,0.0764182,0.935855,-0.972387,0,264m11.850s
2,78.5,-100,2,1692,100,0.015,0.0479616,0.717019,-0.972557,0,270m30.231s
160,150,-60,2,132,30,0.025,0.0150634,0.127186,-0.972642,1,40m48.339s
