epsilon_in(e),epsilon_out(E),nanoparticle_charge(V),counterion_valency(v),total_gridpoints(g),cpmd_fake_mass(M),fake_temperature(k),R,R_v,FD,Good(1)/Bad(0),Time
2,30,-60,2,1692,36,0.025,0.412249,4.23982,-1.60787,0,263m43.648s
160,150,-60,2,1692,100,0.0025,0.0607427,0.552476,-1.61126,0,299m53.422s
2,30,-60,2,1692,30,0.025,0.490374,4.94994,-1.61241,0,263m12.438s
2,30,-20,2,1692,36,0.0025,0.00659362,0.113759,-1.61421,0,286m46.420s
2,30,-20,2,1692,30,0.0025,0.0131472,0.160587,-1.61445,0,285m59.851s
2,30,-20,1,132,6,0.025,0.00270814,0.0414492,-1.61765,0,46m9.587s
2,30,-60,2,1692,18,0.025,0.448555,3.47367,-1.6183,0,263m17.815s
160,30,-100,1,1692,30,0.05,163.06,80.5328,-1.61862,0,301m42.089s
160,30,-20,2,132,3,0.025,28.223,141.88,-1.62012,0,9m14.580s
2,78.5,-100,2,1692,100,0.025,0.265368,3.37761,-1.62654,0,270m45.277s
160,78.5,-100,2,752,18,0.025,0.811737,2.61785,-1.6333,0,61m51.868s
160,30,-20,2,132,18,0.005,6.86E+06,5.87E+06,-1.63379,0,9m5.123s
2,30,-20,3,1692,6,0.0025,0.111136,0.35795,-1.63671,0,288m13.095s
160,30,-20,2,132,50,0.005,304.796,4628.88,-1.64053,0,9m9.472s
2,30,-60,1,752,3,0.05,0.287852,1.21067,-1.64148,0,66m16.512s
2,30,-60,1,752,6,0.05,0.386471,3.28175,-1.64358,0,66m25.751s
160,150,-60,2,132,6,0.0025,0.0364243,61.1015,-1.64578,0,44m50.032s
160,150,-100,3,752,50,0.015,1.66615,5.42526,-1.64934,0,96m15.337s
160,78.5,-20,3,132,18,0.015,0.0129896,0.11913,-1.65108,0,11m26.890s
160,30,-60,1,1692,30,0.015,0.474521,0.705088,-1.65224,0,276m24.047s
160,78.5,-60,1,132,3,0.015,0.221637,6.88761,-1.65508,0,12m38.118s
2,78.5,-60,1,752,100,0.015,0.00321343,0.107408,-1.66247,0,65m0.037s
160,150,-100,2,752,100,0.025,0.362301,0.639337,-1.66372,0,85m43.177s
2,150,-60,1,752,36,0.005,0.0246227,0.420934,-1.66374,0,63m11.920s
160,78.5,-60,2,752,18,0.005,0.361828,4.62333,-1.66535,0,58m10.168s
2,78.5,-100,1,752,30,0.05,0.324135,2.6575,-1.66686,0,74m44.437s
160,78.5,-20,1,132,6,0.005,0.0106547,0.45439,-1.66721,0,10m16.995s
160,78.5,-60,2,132,3,0.025,0.565419,6.79722,-1.67089,0,10m25.629s
160,78.5,-20,3,752,100,0.0025,0.0243375,0.178786,-1.67561,0,58m21.093s
160,78.5,-60,3,132,3,0.025,0.467748,6.46934,-1.6774,0,10m37.499s
2,30,-20,2,1692,6,0.0025,0.107271,0.442976,-1.67792,0,285m21.154s
2,30,-60,3,1692,6,0.025,0.229012,0.821117,-1.67813,0,258m14.195s
160,150,-60,2,132,100,0.05,0.0787662,0.366273,-1.6792,0,40m40.665s
2,30,-20,1,752,18,0.005,0.00382922,0.0567422,-1.68023,0,92m22.862s
160,78.5,-60,2,752,36,0.015,0.188671,0.670746,-1.68107,0,57m55.478s
2,150,-60,3,132,18,0.05,0.0742832,0.216329,-1.68186,0,9m53.021s
2,78.5,-100,1,752,50,0.05,0.288365,3.56971,-1.68483,0,74m50.390s
2,30,-20,2,752,6,0.005,0.150539,0.49054,-1.68486,0,83m10.839s
2,78.5,-100,3,1692,30,0.025,0.20581,0.710925,-1.68813,0,262m21.940s
160,30,-60,1,752,30,0.05,0.322054,0.825481,-1.68943,0,64m18.351s
2,30,-20,3,752,3,0.005,0.0512795,0.186413,-1.68999,0,82m0.355s
2,78.5,-60,1,752,36,0.015,0.0671106,0.627544,-1.69032,0,63m51.268s
2,30,-60,1,1692,3,0.015,0.494662,0.713051,-1.6913,0,279m14.253s
2,78.5,-100,1,752,36,0.05,0.313968,3.76207,-1.70419,0,74m47.748s
2,78.5,-100,2,1692,30,0.025,0.185888,0.760211,-1.70427,0,270m23.579s
2,78.5,-100,3,1692,36,0.025,0.237246,0.991545,-1.70592,0,262m30.234s
2,78.5,-100,1,752,100,0.05,0.306891,3.76042,-1.70708,0,74m42.226s
160,30,-20,1,752,50,0.005,0.0251767,0.251427,-1.70862,0,55m29.300s
2,78.5,-60,1,752,50,0.015,0.0113592,0.162356,-1.70984,0,63m41.472s
2,150,-60,1,132,3,0.025,0.0453937,0.558699,-1.70992,0,12m29.599s
160,150,-20,2,132,18,0.0025,0.00655189,0.372019,-1.71004,0,9m13.533s
160,30,-20,2,1692,50,0.005,0.0743582,0.465816,-1.71195,0,252m17.088s
2,30,-20,1,132,30,0.025,0.00397,0.123156,-1.71288,0,45m54.908s
2,30,-60,1,1692,100,0.025,0.261118,3.30032,-1.71422,0,279m46.239s
160,78.5,-20,3,752,50,0.0025,0.0152325,0.198067,-1.71541,0,58m7.112s
2,78.5,-100,2,1692,50,0.025,0.254319,1.77954,-1.7159,0,270m21.292s
2,150,-60,3,132,30,0.05,0.0114209,0.0690465,-1.71635,0,9m45.812s
160,78.5,-60,1,752,100,0.015,0.0192801,0.185208,-1.71641,0,63m40.968s
2,78.5,-20,1,132,50,0.005,0.00106908,0.0357306,-1.71815,0,10m6.755s
160,30,-60,1,752,36,0.05,0.377242,1.84359,-1.71907,0,64m19.410s
160,150,-60,3,132,18,0.05,0.0913332,0.383556,-1.71937,0,38m7.003s
2,78.5,-20,1,752,30,0.001,0.0063587,0.134978,-1.72075,0,55m55.405s
2,150,-60,1,132,6,0.025,0.0196942,0.407473,-1.72158,0,12m19.339s
2,78.5,-100,2,1692,36,0.025,0.158396,0.802618,-1.72458,0,270m33.818s
2,150,-60,2,132,100,0.05,0.00831488,0.0773877,-1.72611,0,10m30.688s
2,30,-60,1,1692,50,0.025,0.231522,3.20894,-1.7271,0,280m48.327s
160,150,-20,1,132,18,0.0025,0.00453494,0.357659,-1.72825,0,9m49.868s
2,30,-60,2,1692,6,0.025,0.315321,1.41552,-1.72856,0,263m58.130s
2,30,-20,1,752,3,0.005,0.0348669,0.186628,-1.73142,0,90m3.666s
2,150,-60,2,132,30,0.05,0.0114379,0.0895044,-1.73389,0,10m30.208s
160,30,-20,3,132,36,0.025,0.478944,5.05174,-1.74036,0,9m10.509s
160,78.5,-60,1,132,100,0.1,0.0753728,0.818941,-1.74176,0,12m19.299s
160,30,-100,1,1692,36,0.1,301.822,1127.9,-1.74327,0,301m47.946s
2,30,-20,1,132,3,0.025,0.00336118,0.0459698,-1.74649,0,42m15.676s
2,30,-20,1,752,100,0.005,0.00160347,0.0507363,-1.76121,0,93m6.686s
160,150,-60,2,132,6,0.005,0.300808,9.33354,-1.76376,0,41m35.826s
2,30,-20,2,752,3,0.005,0.0408239,0.189438,-1.76547,0,84m27.185s
2,78.5,-60,1,132,36,0.1,0.0519488,0.610666,-1.76698,0,12m46.444s
2,150,-60,2,132,36,0.05,0.00605712,0.0646231,-1.77896,0,10m22.575s
160,78.5,-100,3,132,36,0.05,952398,147283,-1.7798,0,10m55.671s
2,78.5,-60,1,752,18,0.015,0.00949877,0.119393,-1.78031,0,63m34.180s
160,78.5,-60,1,1692,50,0.0025,0.28783,2.05897,-1.78234,0,276m21.909s
2,30,-60,3,752,1,0.05,0.785732,1.32902,-1.78256,0,57m1.284s
160,78.5,-100,1,752,100,0.05,0.255157,2.21285,-1.78409,0,74m40.577s
160,30,-20,2,132,30,0.005,6.20309,111.356,-1.78805,0,9m16.318s
2,30,-60,1,1692,30,0.025,0.275218,3.6213,-1.79172,0,279m22.708s
2,30,-60,1,1692,18,0.025,0.301819,3.51389,-1.79269,0,279m30.884s
2,78.5,-100,1,752,18,0.05,0.225897,3.7223,-1.80616,0,74m40.815s
2,78.5,-60,1,132,3,0.1,0.145466,0.484521,-1.80626,0,12m48.844s
160,30,-20,1,752,36,0.005,0.0280929,0.27956,-1.80679,0,55m41.373s
2,78.5,-60,1,132,18,0.1,0.0591871,0.645122,-1.80824,0,12m46.384s
2,150,-60,3,1692,36,0.0025,0.204586,1.05909,-1.8084,0,258m5.991s
160,30,-100,2,1692,30,0.05,109.323,42.8502,-1.81214,0,272m47.675s
2,30,-60,1,1692,36,0.025,0.277389,3.26207,-1.81365,0,279m54.789s
160,30,-60,1,1692,100,0.025,0.246119,2.58063,-1.81785,0,275m59.672s
160,30,-60,3,1692,30,0.025,1.03601,1.03877,-1.82656,0,265m8.000s
2,30,-20,2,752,1,0.005,0.0707016,0.357417,-1.83454,0,87m53.310s
160,150,-60,2,132,30,0.05,0.0624852,0.221165,-1.83723,0,39m45.788s
2,78.5,-60,1,752,30,0.015,0.0610327,0.380813,-1.83838,0,63m40.971s
2,150,-20,1,132,6,0.0025,0.004219,0.429895,-1.83856,0,14m14.399s
160,150,-100,3,752,100,0.025,0.54448,0.712013,-1.84192,0,91m6.674s
2,78.5,-60,3,132,1,0.1,0.181596,0.404162,-1.84324,0,12m21.717s
2,30,-20,1,752,30,0.005,0.00181315,0.0657539,-1.85145,0,91m35.256s
160,78.5,-20,3,132,36,0.015,0.019636,0.11916,-1.85326,0,11m55.944s
160,78.5,-20,3,1692,100,0.001,0.0249675,0.27998,-1.85633,0,262m40.809s
160,78.5,-100,2,752,30,0.05,1.10453,1.1193,-1.86398,0,61m21.434s
160,150,-100,2,752,50,0.015,1.69181,4.91472,-1.87165,0,88m27.425s
2,78.5,-20,1,132,1,0.005,0.00603313,0.293599,-1.87374,0,10m4.849s
2,30,-20,3,752,1,0.005,0.13079,0.544849,-1.87505,0,82m54.339s
160,30,-20,3,132,3,0.05,0.267937,0.504452,-1.87558,0,9m17.253s
2,150,-60,2,1692,30,0.0025,0.102563,0.511978,-1.8776,0,263m27.534s
160,30,-60,1,1692,50,0.025,0.172458,1.23863,-1.88174,0,276m15.202s
160,78.5,-60,1,132,36,0.1,0.0644721,0.275558,-1.88238,0,12m51.183s
160,30,-20,3,752,100,0.015,0.377663,2.42275,-1.88247,0,52m4.169s
2,78.5,-60,1,132,30,0.1,0.0619328,0.706452,-1.883,0,12m58.236s
160,78.5,-100,3,1692,36,0.015,23.8023,27.783,-1.88426,0,262m17.601s
160,150,-60,1,752,100,0.005,0.0326228,0.307739,-1.88569,0,97m46.717s
2,78.5,-60,1,132,100,0.1,0.0805437,1.15388,-1.88701,0,12m33.346s
160,78.5,-100,2,1692,100,0.025,0.312387,0.69919,-1.88793,0,270m17.364s
160,30,-20,2,132,36,0.005,2.69703,38.7299,-1.88806,0,9m14.873s
2,30,-20,1,752,36,0.005,0.00107377,0.0453625,-1.89031,0,93m52.619s
2,150,-60,1,752,50,0.005,0.028143,0.310085,-1.89264,0,63m27.091s
2,78.5,-100,1,1692,100,0.025,0.18074,2.75099,-1.89685,0,306m28.053s
2,150,-60,3,132,6,0.05,0.0848936,0.436627,-1.90666,0,9m53.569s
160,78.5,-20,2,132,3,0.0025,0.0965253,6.19516,-1.90757,0,9m21.713s
160,78.5,-20,3,132,3,0.0025,0.15911,7.96803,-1.90795,0,11m55.308s
2,78.5,-60,1,132,50,0.1,0.0751494,1.05981,-1.90853,0,12m43.480s
160,78.5,-20,3,132,50,0.015,0.00931826,0.0874375,-1.91035,0,11m57.396s
160,30,-20,2,132,100,0.015,11.9539,203.311,-1.91142,0,9m29.663s
2,30,-60,3,1692,3,0.025,1.17812,0.692141,-1.91187,0,259m13.540s
2,78.5,-100,1,1692,50,0.025,0.146428,1.509,-1.91777,0,306m36.187s
160,30,-20,1,1692,100,0.0025,0.0460037,0.33875,-1.91961,0,257m27.306s
160,78.5,-60,3,752,100,0.025,0.0498986,0.286475,-1.92568,0,57m58.992s
2,30,-20,1,752,50,0.005,0.00175424,0.106943,-1.92987,0,95m39.338s
160,78.5,-100,1,752,50,0.05,0.252127,1.79536,-1.9356,0,74m48.690s
160,150,-60,1,1692,100,0.0025,0.0244875,0.35851,-1.93605,0,307m13.886s
2,150,-60,2,132,50,0.05,0.0174019,0.117224,-1.93787,0,10m53.148s
2,30,-60,1,1692,6,0.025,0.167638,1.11991,-1.93993,0,279m8.364s
2,30,-20,1,132,1,0.025,0.0240844,0.104986,-1.94423,0,43m20.605s
160,30,-20,3,132,50,0.025,1.18167,11.2014,-1.94891,0,9m7.794s
2,150,-20,2,132,3,0.0025,0.0136179,0.617987,-1.94939,0,9m48.708s
160,78.5,-100,2,132,3,0.1,0.93395,3.61082,-1.94942,0,11m46.812s
160,30,-20,2,132,30,0.05,0.837359,5.25311,-1.95512,0,9m34.346s
160,30,-100,3,1692,50,0.1,791.765,1393.39,-1.95551,0,262m31.922s
2,78.5,-60,2,132,1,0.1,0.162673,0.362848,-1.95907,0,11m0.410s
160,30,-60,1,1692,36,0.05,10.8383,20.1571,-1.96015,0,276m46.719s
2,78.5,-60,3,752,100,0.025,0.0580446,0.61417,-1.96263,0,54m58.986s
160,150,-100,1,132,6,0.015,0.47083,9.07098,-1.97329,0,39m32.382s
160,30,-60,1,752,18,0.05,0.395132,0.710238,-1.98779,0,64m27.254s
160,30,-20,2,132,18,0.015,1.04784,9.79947,-1.99419,0,9m45.902s
2,78.5,-100,1,1692,36,0.025,0.112638,0.75155,-2.00391,0,306m21.813s
2,30,-20,1,1692,18,0.0025,0.015598,0.164356,-2.00782,0,293m43.299s
2,78.5,-60,3,752,50,0.025,0.052656,0.384962,-2.00892,0,55m10.680s
160,78.5,-20,2,752,18,0.001,0.0618212,1.22076,-2.01098,0,55m30.006s
160,78.5,-60,1,132,50,0.1,0.0352969,0.261127,-2.0127,0,12m20.385s
160,78.5,-100,2,752,36,0.05,0.470956,0.887671,-2.02558,0,60m59.305s
160,78.5,-60,1,752,50,0.015,0.0508701,0.30546,-2.02621,0,63m27.183s
160,30,-20,2,132,18,0.025,0.907888,6.38108,-2.02653,0,9m16.719s
2,78.5,-60,3,752,18,0.025,0.0309716,0.249714,-2.03011,0,55m19.332s
160,78.5,-100,3,752,36,0.05,0.869757,1.10106,-2.03211,0,57m40.970s
2,78.5,-60,3,752,36,0.025,0.0279494,0.189038,-2.03331,0,66m17.439s
2,150,-60,1,1692,100,0.0025,0.0528606,0.408859,-2.04059,0,276m31.453s
160,78.5,-60,2,752,30,0.015,0.216787,0.580385,-2.04566,0,57m54.502s
160,78.5,-60,1,132,18,0.1,0.0920088,0.318456,-2.0586,0,12m40.764s
2,30,-20,1,1692,30,0.0025,0.00280458,0.065789,-2.06062,0,292m5.097s
160,78.5,-60,2,132,6,0.1,0.143069,0.460101,-2.06233,0,10m21.730s
2,78.5,-100,1,1692,30,0.025,0.16663,1.17224,-2.06365,0,306m55.680s
160,150,-20,3,132,50,0.005,0.00943215,0.120259,-2.06879,0,9m8.318s
160,78.5,-100,1,1692,100,0.025,0.253066,0.768977,-2.0722,0,301m33.472s
2,78.5,-60,3,752,30,0.025,0.0725722,0.297954,-2.0769,0,55m4.840s
160,30,-100,1,1692,18,0.025,2.13915,5.47253,-2.07781,0,302m54.061s
160,150,-60,1,132,6,0.0025,0.0363678,11.1304,-2.08239,0,45m3.777s
2,30,-20,3,132,100,0.05,0.0674544,0.611791,-2.08517,0,36m15.475s
160,150,-60,1,132,6,0.005,0.221609,9.26828,-2.08734,0,45m25.677s
2,78.5,-20,3,752,100,0.0025,0.00643993,0.0585642,-2.09134,0,54m18.473s
2,30,-20,1,752,6,0.005,0.105891,0.505334,-2.09147,0,90m11.451s
160,78.5,-20,2,132,100,0.015,0.00339797,0.0431976,-2.09268,0,9m24.002s
2,78.5,-100,1,1692,18,0.025,0.240317,1.74857,-2.09351,0,306m45.127s
160,30,-60,3,752,100,0.1,26.0719,75.0322,-2.0969,0,58m46.183s
2,150,-20,3,132,36,0.005,0.00116524,0.0319077,-2.10058,0,17m36.155s
160,150,-100,1,752,36,0.015,0.126677,0.509561,-2.10077,0,110m49.112s
2,150,-20,1,132,3,0.0025,0.00791289,0.569389,-2.10228,0,15m14.225s
2,150,-60,1,752,18,0.005,0.0592376,0.533033,-2.10237,0,63m32.892s
160,30,-20,1,132,3,0.025,0.0557013,0.456668,-2.1044,0,10m17.839s
2,150,-20,3,132,50,0.005,0.00387249,0.0435111,-2.10773,0,17m31.096s
2,30,-20,1,1692,100,0.0025,0.00079123,0.0511344,-2.10795,0,293m33.774s
160,30,-100,2,1692,18,0.05,13353,6242.52,-2.11501,0,273m40.299s
2,78.5,-20,3,752,50,0.0025,0.029786,0.124911,-2.11523,0,54m19.570s
2,78.5,-60,2,752,30,0.025,0.051805,0.239471,-2.11596,0,62m48.736s
160,30,-20,3,132,18,0.025,0.341678,1.44683,-2.12221,0,9m1.363s
2,78.5,-100,3,1692,18,0.025,1.5914,1.57798,-2.12256,0,263m4.108s
160,30,-20,1,1692,50,0.0025,0.0468227,0.339131,-2.12501,0,257m4.158s
160,78.5,-60,3,752,50,0.025,0.0820412,0.297932,-2.13135,0,60m31.731s
160,30,-100,1,1692,18,0.05,9685.03,6132.3,-2.13319,0,302m30.420s
160,30,-20,3,132,30,0.05,0.688013,3.34978,-2.13447,0,9m11.260s
2,30,-20,2,132,100,0.05,0.0364248,0.34336,-2.13735,0,41m6.554s
2,30,-20,1,1692,36,0.0025,0.00293018,0.0930104,-2.14082,0,291m36.375s
2,78.5,-60,2,752,36,0.025,0.0250671,0.199196,-2.14192,0,62m41.928s
2,78.5,-60,2,752,100,0.025,0.0444462,0.509367,-2.14363,0,62m35.535s
160,78.5,-60,1,132,30,0.1,0.0751693,0.324038,-2.14758,0,12m35.677s
2,150,-60,3,1692,50,0.0025,0.308993,1.42209,-2.15884,0,258m14.421s
160,150,-100,2,132,6,0.1,12.0324,22.0741,-2.16224,0,38m9.738s
160,30,-20,3,752,50,0.015,0.28607,1.31523,-2.16444,0,52m22.202s
160,150,-60,2,132,18,0.05,0.084403,0.395408,-2.16535,0,40m54.786s
160,30,-60,3,752,50,0.1,19.1947,51.6802,-2.1661,0,59m20.247s
160,30,-100,2,1692,100,0.1,502.088,1361.13,-2.1672,0,273m2.146s
2,150,-20,3,132,3,0.0025,0.0397572,1.89278,-2.16733,0,13m29.787s
160,78.5,-60,1,132,3,0.025,0.361401,5.96519,-2.17094,0,12m45.087s
2,30,-20,1,1692,50,0.0025,0.00118416,0.0522975,-2.17138,0,291m20.647s
160,150,-60,1,752,36,0.005,0.0589369,0.519957,-2.17202,0,99m0.393s
160,30,-60,2,1692,30,0.025,1.07699,1.34657,-2.17901,0,270m48.909s
160,78.5,-100,1,132,3,0.1,0.753176,4.02771,-2.18025,0,15m17.511s
160,78.5,-100,2,1692,36,0.015,26.9346,32.8118,-2.18231,0,270m18.678s
2,78.5,-60,2,752,50,0.025,0.0299378,0.295165,-2.18399,0,62m49.346s
160,78.5,-60,2,752,50,0.025,0.158524,0.378418,-2.18552,0,58m11.442s
2,150,-20,3,752,100,0.001,0.00396982,0.0682827,-2.18727,0,56m29.177s
160,150,-60,3,752,50,0.005,0.375951,1.81279,-2.19075,0,87m33.932s
160,30,-20,2,1692,100,0.005,0.0620753,0.422384,-2.19834,0,252m47.459s
160,78.5,-60,2,752,100,0.025,0.0353477,0.235998,-2.20034,0,57m41.336s
2,150,-60,3,132,3,0.05,0.146612,0.576899,-2.21042,0,9m47.240s
160,30,-60,3,1692,50,0.05,17.0245,42.8787,-2.21065,0,264m59.298s
2,78.5,-20,2,752,18,0.0025,0.014202,0.091244,-2.21179,0,53m49.457s
2,78.5,-20,3,752,6,0.001,0.111593,1.44819,-2.21218,0,53m49.583s
160,30,-20,3,752,30,0.015,0.363926,0.844342,-2.21265,0,52m18.684s
160,30,-20,3,132,50,0.015,0.67942,9.34143,-2.21349,0,9m13.402s
160,150,-60,2,752,50,0.005,0.279504,1.90138,-2.21815,0,83m29.248s
160,30,-100,2,1692,50,0.1,563.839,1390.44,-2.21873,0,273m39.278s
2,30,-20,3,132,50,0.05,0.0366161,0.273545,-2.22075,0,36m26.939s
160,78.5,-100,1,752,36,0.05,0.416542,0.898102,-2.22946,0,74m36.047s
160,78.5,-60,1,1692,36,0.005,0.153976,0.533023,-2.23296,0,277m0.573s
2,30,-20,3,132,1,0.05,0.244165,0.361609,-2.23351,0,39m20.037s
2,78.5,-20,3,1692,18,0.001,0.026409,0.233617,-2.23466,0,251m54.484s
2,150,-60,2,132,18,0.05,0.0865948,0.252137,-2.23771,0,10m36.230s
2,78.5,-20,3,132,36,0.015,0.0017734,0.036367,-2.23908,0,10m16.856s
160,150,-60,1,752,50,0.005,0.183402,1.89253,-2.23918,0,101m11.675s
160,30,-60,3,752,30,0.1,16.813,46.0964,-2.24108,0,59m11.508s
160,30,-20,1,752,30,0.005,0.0268333,0.213942,-2.24226,0,55m38.612s
160,30,-60,3,752,36,0.1,22.6798,55.8562,-2.24227,0,58m41.226s
2,30,-100,3,1692,36,0.1,564.542,1495.31,-2.2494,0,263m12.288s
2,30,-100,3,1692,50,0.1,530.664,1416.06,-2.25266,0,262m32.393s
160,150,-100,2,132,6,0.025,1.14251,9.39899,-2.2543,0,38m14.871s
2,30,-100,2,1692,100,0.1,439.558,1469.72,-2.25558,0,270m50.168s
2,150,-60,1,132,30,0.05,0.010351,0.116477,-2.25563,0,12m45.831s
2,150,-60,1,132,100,0.05,0.00669575,0.126152,-2.25643,0,12m26.875s
2,78.5,-60,1,132,6,0.1,0.138956,0.474074,-2.2634,0,12m36.257s
2,150,-60,1,132,36,0.05,0.0070471,0.104155,-2.26417,0,12m47.774s
160,30,-20,2,132,36,0.05,0.451607,3.74708,-2.26803,0,9m17.408s
2,150,-20,2,132,30,0.005,0.00159427,0.0342823,-2.27186,0,9m57.848s
2,30,-20,3,132,18,0.05,0.0172722,0.130684,-2.27444,0,44m37.638s
2,30,-20,2,132,1,0.05,0.125865,0.257133,-2.27537,0,45m12.554s
2,30,-100,2,1692,36,0.1,548.818,1701.73,-2.27549,0,270m4.438s
160,30,-60,1,132,18,0.005,1.72E+08,1.78E+07,-2.27762,0,17m9.756s
2,150,-60,2,1692,50,0.0025,0.258412,1.42502,-2.28059,0,263m0.819s
2,150,-60,2,132,6,0.05,0.0776034,0.444826,-2.28167,0,10m32.455s
2,30,-100,2,1692,30,0.1,586.036,1708.1,-2.29146,0,270m35.429s
2,78.5,-60,2,752,18,0.025,0.0262712,0.217039,-2.29436,0,62m52.703s
2,30,-100,3,1692,18,0.1,616.61,1784.67,-2.29642,0,262m11.775s
2,30,-100,3,1692,30,0.1,681.453,1732.71,-2.30856,0,262m27.805s
160,150,-60,2,132,50,0.05,0.0695302,0.250954,-2.30873,0,42m24.729s
160,78.5,-20,2,132,36,0.015,0.00896464,0.0806017,-2.31233,0,9m32.523s
160,30,-20,3,752,36,0.015,0.256104,1.12606,-2.31385,0,52m59.524s
160,30,-20,1,132,100,0.05,0.0592613,0.666786,-2.31545,0,10m3.550s
160,78.5,-60,3,1692,50,0.005,1.06579,2.10662,-2.31666,0,258m44.157s
160,78.5,-100,3,752,30,0.05,9.87956,10.8182,-2.31846,0,59m18.567s
2,30,-20,3,132,36,0.05,0.0499915,0.378911,-2.31979,0,36m15.873s
2,30,-100,3,1692,6,0.1,523.239,1122.91,-2.32069,0,263m5.368s
2,30,-20,2,132,36,0.05,0.0364152,0.331571,-2.32117,0,37m54.666s
2,150,-20,3,132,100,0.005,0.00186895,0.0261435,-2.32441,0,13m23.969s
2,30,-100,2,1692,18,0.1,505.394,1555.64,-2.33239,0,270m3.903s
2,78.5,-20,3,132,100,0.015,0.00190224,0.028903,-2.33273,0,9m59.399s
2,30,-100,2,1692,50,0.1,480.186,1558.21,-2.33354,0,272m1.679s
160,150,-100,2,752,36,0.025,0.245083,0.585268,-2.3364,0,92m43.709s
2,30,-20,3,132,30,0.05,0.0388141,0.24479,-2.3453,0,39m38.280s
160,30,-20,2,132,6,0.1,71.6201,178.199,-2.34599,0,9m4.518s
2,30,-20,3,1692,3,0.0025,0.265922,0.65776,-2.34613,0,284m49.045s
2,30,-20,3,132,6,0.05,0.0167103,0.136383,-2.34638,0,43m9.482s
160,78.5,-20,3,132,6,0.015,0.0638398,0.643747,-2.35058,0,11m30.578s
2,150,-60,1,132,50,0.05,0.0216368,0.21139,-2.36911,0,12m33.320s
2,150,-20,3,132,30,0.005,0.00196517,0.0359921,-2.37154,0,14m29.495s
2,150,-60,1,1692,30,0.0025,0.0578905,0.520412,-2.37258,0,278m34.389s
2,150,-20,2,132,100,0.005,0.0013801,0.0230946,-2.38086,0,9m52.849s
160,150,-100,2,1692,100,0.015,0.103185,0.676715,-2.38228,0,302m49.624s
2,78.5,-20,2,752,6,0.001,0.0790053,1.45048,-2.38526,0,53m36.064s
160,150,-100,3,752,50,0.025,4.26901,6.01402,-2.38905,0,94m1.393s
2,30,-20,2,132,6,0.05,0.00572822,0.0535012,-2.39071,0,44m4.216s
2,150,-20,2,132,50,0.005,0.00229852,0.0438822,-2.3932,0,10m2.871s
2,78.5,-60,1,132,1,0.1,0.120315,0.402708,-2.39338,0,12m14.168s
160,78.5,-20,2,1692,100,0.001,0.0173707,0.163577,-2.40028,0,262m31.351s
160,30,-60,2,752,100,0.1,20.0947,60.818,-2.40287,0,58m37.807s
2,30,-60,2,1692,3,0.025,1.02282,0.709298,-2.40503,0,263m41.987s
160,78.5,-60,1,132,6,0.1,0.0882029,0.428989,-2.40561,0,12m18.528s
160,150,-60,1,132,36,0.05,0.0505574,0.23138,-2.40747,0,48m30.702s
160,78.5,-60,1,752,36,0.015,0.115059,0.641055,-2.40953,0,63m28.431s
2,30,-20,2,1692,3,0.0025,0.170745,0.63619,-2.40984,0,285m11.535s
2,30,-100,1,1692,100,0.1,121.597,476.148,-2.41648,0,302m40.877s
2,30,-20,2,132,3,0.05,0.0193464,0.17739,-2.4187,0,46m37.436s
2,30,-20,3,132,3,0.05,0.0143488,0.105616,-2.42214,0,36m47.918s
160,150,-20,3,132,18,0.005,0.0241327,0.417345,-2.4253,0,11m47.286s
2,30,-20,2,132,50,0.05,0.019142,0.230614,-2.42948,0,40m42.532s
2,30,-20,1,752,1,0.005,0.0273274,0.199678,-2.43341,0,86m42.511s
2,30,-100,1,1692,50,0.1,210.451,812.739,-2.43639,0,301m34.601s
160,30,-20,2,1692,30,0.005,0.293401,0.479857,-2.44798,0,252m38.406s
160,30,-20,3,132,18,0.05,0.527019,1.47609,-2.45029,0,9m13.969s
160,78.5,-20,3,752,18,0.001,0.145685,2.95368,-2.45296,0,58m14.900s
2,30,-100,2,1692,6,0.1,325.168,999.764,-2.45543,0,270m29.845s
2,30,-20,2,132,18,0.05,0.0374302,0.313053,-2.45819,0,43m12.255s
2,30,-100,1,1692,36,0.1,239.215,1018.27,-2.46053,0,301m38.457s
160,78.5,-20,1,752,30,0.001,0.0190686,0.627786,-2.46093,0,55m40.840s
160,78.5,-20,1,752,36,0.001,0.016203,0.671839,-2.46208,0,56m4.281s
2,150,-20,2,132,36,0.005,0.000793868,0.0220111,-2.46553,0,10m7.402s
160,78.5,-20,3,1692,36,0.001,0.0626145,0.535804,-2.46806,0,266m10.624s
160,30,-20,1,752,18,0.005,0.0504302,0.422714,-2.46879,0,55m28.939s
160,150,-20,3,132,30,0.005,0.00709893,0.126386,-2.47079,0,22m47.178s
2,30,-100,1,1692,30,0.1,892.684,3942.89,-2.47544,0,301m35.331s
2,30,-100,1,1692,18,0.1,356.604,1438.91,-2.47929,0,303m24.141s
160,30,-20,1,132,50,0.05,0.0103931,0.1084,-2.48305,0,10m11.001s
160,30,-100,1,1692,100,0.1,748.504,3609.47,-2.4919,0,301m53.007s
2,30,-20,2,132,30,0.05,0.0302938,0.347391,-2.49484,0,36m2.395s
2,78.5,-20,3,132,50,0.015,0.00439341,0.0366277,-2.49833,0,9m38.775s
